region,group,n_units,onset_s,peak_frac,t_peak
DMS,transient,132,-0.5625000000000051,0.7206439393939394,0.46249999999999125
DMS,sustained,30,-0.6875000000000047,0.9833333333333333,0.01249999999999285
DMS,non-TF,6141,-0.3625000000000058,0.5445774303859306,0.2874999999999919
