region,unit_of_obs,pearson_r,pearson_p,spearman_r,spearman_p,n,slope,ci_lo,ci_hi
DMS,decile,-0.4540911575977509,0.1874014992420869,-0.36586045999146244,0.29847680928666376,10,-0.12808487913395855,-0.4354264716828777,0.0679238553718379
DMS,cell,-0.0021789325616952855,0.9769716140437376,-0.1315709029959634,0.08001033315404237,178,-0.0003217123786739975,-0.017676175756998605,0.015300373064595812
