region,unit_of_obs,pearson_r,pearson_p,spearman_r,spearman_p,n,slope,ci_lo,ci_hi
DMS,decile,-0.6563713596138261,0.039271557935709044,-0.742387174159217,0.01392776805646455,10,-0.29671350476829805,-0.40725604581372027,-0.007380704997135381
DMS,cell,-0.20598878936396736,0.004459977212580453,-0.411087786786479,4.206126090939708e-09,189,-0.03694356202528418,-0.05923348664566649,-0.0195909425404278
