panel,region,row_id,decile_median_width,onset_s,n_units
g,DMS,47,,-1.9875,1
g,DMS,48,,-1.9875,1
g,DMS,49,,-1.9875,1
g,DMS,50,,-1.9875,1
g,DMS,51,,-1.9875,1
g,DMS,52,,-1.9875,1
g,DMS,53,,-1.9875,1
g,DMS,54,,-1.9875,1
g,DMS,55,,-1.9875,1
g,DMS,56,,-1.9875,1
g,DMS,57,,-1.9875,1
g,DMS,58,,-1.9875,1
g,DMS,59,,-1.9875,1
g,DMS,60,,-1.9875,1
g,DMS,61,,-1.9875,1
g,DMS,62,,-1.9875,1
g,DMS,63,,-1.9875,1
g,DMS,64,,-1.9875,1
g,DMS,65,,-1.9875,1
g,DMS,66,,-1.9875,1
g,DMS,67,,-1.9875,1
g,DMS,68,,-1.9875,1
g,DMS,69,,-1.9875,1
g,DMS,70,,-1.9875,1
g,DMS,71,,-1.9875,1
g,DMS,72,,-1.9875,1
g,DMS,73,,-1.9875,1
g,DMS,74,,-1.9875,1
g,DMS,75,,-1.9875,1
g,DMS,76,,-1.9875,1
g,DMS,77,,-1.9875,1
g,DMS,78,,-1.9875,1
g,DMS,79,,-1.9875,1
g,DMS,80,,-1.9875,1
g,DMS,81,,-1.9875,1
g,DMS,82,,-1.9875,1
g,DMS,83,,-1.9875,1
g,DMS,84,,-1.9875,1
g,DMS,85,,-1.9875,1
g,DMS,86,,-1.9875,1
g,DMS,87,,-1.9875,1
g,DMS,88,,-1.9875,1
g,DMS,89,,-1.9875,1
g,DMS,90,,-1.9875,1
g,DMS,91,,-1.9875,1
g,DMS,92,,-1.9875,1
g,DMS,93,,-1.9875,1
g,DMS,94,,-1.9875,1
g,DMS,95,,-1.9875,1
g,DMS,96,,-1.9875,1
g,DMS,97,,-1.9875,1
g,DMS,98,,-1.9875,1
g,DMS,99,,-1.9875,1
g,DMS,100,,-1.9875,1
g,DMS,101,,-1.9875,1
g,DMS,102,,-1.9875,1
g,DMS,103,,-1.9875,1
g,DMS,104,,-1.9875,1
g,DMS,105,,-1.9875,1
g,DMS,106,,-1.9875,1
g,DMS,107,,-1.9875,1
g,DMS,108,,-1.9875,1
g,DMS,109,,-1.9875,1
g,DMS,110,,-1.9875,1
g,DMS,111,,-1.9875,1
g,DMS,112,,-1.9875,1
g,DMS,113,,-1.9875,1
g,DMS,114,,-1.9875,1
g,DMS,115,,-1.9875,1
g,DMS,116,,-1.9875,1
g,DMS,117,,-1.9875,1
g,DMS,118,,-1.9875,1
g,DMS,119,,-1.9875,1
g,DMS,120,,-1.9875,1
g,DMS,121,,-1.9875,1
g,DMS,122,,-1.9875,1
g,DMS,123,,-1.9875,1
g,DMS,124,,-1.9875,1
g,DMS,125,,-1.9875,1
g,DMS,126,,-1.9875,1
g,DMS,127,,-1.9875,1
g,DMS,128,,-1.9875,1
g,DMS,129,,-1.9875,1
g,DMS,130,,-1.9875,1
g,DMS,131,,-1.9875,1
g,DMS,132,,-1.9875,1
g,DMS,133,,-1.9875,1
g,DMS,134,,-1.9875,1
g,DMS,135,,-1.9875,1
g,DMS,136,,-1.9875,1
g,DMS,137,,-1.9875,1
g,DMS,138,,-1.9875,1
g,DMS,139,,-1.9875,1
g,DMS,140,,-1.9875,1
g,DMS,141,,-1.9875,1
g,DMS,142,,-1.9875,1
g,DMS,143,,-1.9875,1
g,DMS,144,,-1.9875,1
g,DMS,145,,-1.9875,1
g,DMS,146,,-1.9875,1
g,DMS,147,,-1.9875,1
g,DMS,148,,-1.9875,1
g,DMS,149,,-1.9875,1
g,DMS,150,,-1.9875,1
g,DMS,151,,-1.9875,1
g,DMS,152,,-1.9875,1
g,DMS,153,,-1.9875,1
g,DMS,154,,-1.9875,1
g,DMS,155,,-1.9875,1
g,DMS,156,,-1.9875,1
g,DMS,157,,-1.9875,1
g,DMS,158,,-1.9875,1
g,DMS,159,,-1.9875,1
g,DMS,160,,-1.9875,1
g,DMS,161,,-1.9875,1
g,DMS,162,,-1.9875,1
g,DMS,163,,-1.9875,1
g,DMS,164,,-1.9875,1
g,DMS,165,,-1.9875,1
g,DMS,166,,-1.9875,1
g,DMS,167,,-1.9875,1
g,DMS,168,,-1.9875,1
g,DMS,169,,-1.9875,1
g,DMS,170,,-1.9875,1
g,DMS,171,,-1.9875,1
g,DMS,172,,-1.9875,1
g,DMS,173,,-1.9875,1
g,DMS,174,,-1.9875,1
g,DMS,175,,-1.9875,1
g,DMS,176,,-1.9875,1
g,DMS,177,,-1.9875,1
g,DMS,178,,-1.9875,1
g,DMS,179,,-1.9875,1
g,DMS,180,,-1.9875,1
g,DMS,181,,-1.9875,1
g,DMS,182,,-1.9875,1
g,DMS,183,,-1.9875,1
g,DMS,184,,-1.9875,1
g,DMS,185,,-1.9875,1
g,DMS,186,,-1.9875,1
g,DMS,187,,-1.9875,1
