region,group,n_units,onset_s,peak_frac,t_peak
DMS,transient,132,-0.41250000000000564,0.6553030303030303,0.48749999999999116
DMS,sustained,30,-0.6625000000000048,0.8916666666666667,-0.012500000000007061
DMS,non-TF,6141,-0.2875000000000061,0.46173261683764866,0.08749999999999258
