subject,session,unit,n_fast,n_slow,pulse_fwhm_all,pulse_spread_all
BG_046,BG_046_02092025,422,11543,11723,0.14951487363333682,0.21992249920227758
BG_046,BG_046_04072025,18,10434,10392,0.06092521302965709,0.231715720146577
BG_046,BG_046_04072025,44,10434,10392,0.04344836511086192,0.2422901849986724
BG_046,BG_046_04072025,60,10434,10392,0.08037017144632969,0.24001208516913639
BG_046,BG_046_04072025,179,10434,10392,0.15935391852458858,0.2274092405040774
BG_046,BG_046_04072025,191,10434,10392,0.1157928676626442,0.2471279305539599
BG_046,BG_046_04072025,259,10434,10392,0.11649974241132315,0.21590315953835224
BG_046,BG_046_04072025,336,10434,10392,0.3305575988274072,0.20400961567549095
BG_046,BG_046_04072025,423,10434,10392,0.1814348669822382,0.23303341763708554
BG_046,BG_046_01092025,54,11532,11767,0.07018273172013512,0.2579560055959422
BG_046,BG_046_01092025,216,11532,11767,0.11573699399898929,0.25940798119150005
BG_046,BG_046_01092025,327,11532,11767,0.10589884690750245,0.26213680907150844
BG_046,BG_046_01092025,336,11532,11767,0.11846816848550623,0.2842200679911823
BG_046,BG_046_09092025,58,13731,13866,0.15893566420255623,0.23728873977338238
BG_046,BG_046_09092025,314,13731,13866,0.06652185797972199,0.2456950837644209
BG_046,BG_046_09092025,327,13731,13866,0.2901498269022532,0.23066458751791366
BG_046,BG_046_09092025,329,13731,13866,0.35412323783954663,0.21675620993916933
BG_046,BG_046_09092025,564,13731,13866,0.18427281326292294,0.19595337369987162
BG_046,BG_046_03092025,44,10454,10431,0.03311051138792176,0.24908930555974895
BG_046,BG_046_03092025,93,10454,10431,0.20710183245994282,0.19758201995221417
BG_046,BG_046_03092025,165,10454,10431,0.07635966160771374,0.27706292168470864
BG_046,BG_046_03092025,326,10454,10431,0.06717708359487429,0.21236012654509345
BG_046,BG_046_03092025,473,10454,10431,0.11277335111519934,0.2540885002206748
BG_046,BG_046_03092025,479,10454,10431,0.06600122073099829,0.2420280484087357
BG_046,BG_046_08092025,242,13673,13683,0.10210536210272969,0.20590434001517066
BG_046,BG_046_08092025,284,13673,13683,0.10386789969020316,0.2163844225073381
BG_046,BG_046_08092025,292,13673,13683,0.10286617657625671,0.24316778364127864
BG_046,BG_046_08092025,321,13673,13683,0.16807882376443528,0.19694901681085653
BG_046,BG_046_08092025,396,13673,13683,0.06942788409513129,0.2233314452485628
BG_046,BG_046_08092025,560,13673,13683,0.3067827729418014,0.21946230651505555
BG_046,BG_046_08092025,565,13673,13683,0.055279992231184516,0.22821405167497769
BG_046,BG_046_21072025,109,6869,7029,0.10011842415605365,0.24757431423831397
BG_046,BG_046_21072025,234,6869,7029,0.07521235818398964,0.2523425056616696
BG_046,BG_046_21072025,368,6869,7029,0.07785718647476397,0.2677557300535124
BG_046,BG_046_20082025,89,12320,12344,0.0965699730207944,0.22701487506184345
BG_046,BG_046_20082025,183,12320,12344,0.1654182116528416,0.22735442003047754
BG_046,BG_046_20082025,325,12320,12344,0.1114036849221397,0.19590734609262186
BG_046,BG_046_26082025,407,7273,7348,0.06253943170487186,0.21641491226176798
BG_046,BG_046_26082025,536,7273,7348,0.14778905463977465,0.2337252204062254
BG_046,BG_046_25072025,64,13660,13690,0.15305712009481545,0.2562149475332746
BG_046,BG_046_25072025,145,13660,13690,0.0979045084545706,0.22727626457385078
BG_046,BG_046_25072025,329,13660,13690,0.05715870162942449,0.25993162385570573
BG_046,BG_046_14082025,94,14686,14643,0.10242885543236913,0.23321421108773618
BG_046,BG_046_14082025,132,14686,14643,0.06424112275231235,0.23214675498286522
BG_046,BG_046_14082025,481,14686,14643,0.10616420368702417,0.22727157427896924
BG_046,BG_046_14082025,486,14686,14643,0.09850000565972239,0.23046837542579132
BG_046,BG_046_18082025,95,8840,9044,0.20725755653618713,0.20239669195591373
BG_046,BG_046_18082025,205,8840,9044,0.0752320455348674,0.262049153358775
BG_046,BG_046_18082025,322,8840,9044,0.06284790313089861,0.2524293525226213
BG_046,BG_046_18082025,329,8840,9044,0.09198561433158954,0.25712171598631556
BG_046,BG_046_18082025,462,8840,9044,0.09939055233804284,0.22081670489152833
BG_046,BG_046_18082025,550,8840,9044,0.13027061139238041,0.21533466432852907
BG_046,BG_046_18082025,613,8840,9044,0.1735119093062929,0.26100585889259625
BG_039,BG_039_01052025,150,13381,13578,0.0946272922809912,0.22759982190493516
BG_039,BG_039_01052025,379,13381,13578,0.13307601434263644,0.24371853475551752
BG_039,BG_039_01052025,446,13381,13578,0.05971371442221379,0.22452902404813824
BG_039,BG_039_01052025,689,13381,13578,0.09640805434444955,0.22806991939977228
BG_039,BG_039_01052025,867,13381,13578,0.11022744752377134,0.22322396227342148
BG_039,BG_039_06052025,210,6955,7002,0.167498019953845,0.20820716545217022
BG_039,BG_039_06052025,212,6955,7002,0.14741217403415552,0.21933515668140383
BG_039,BG_039_06052025,330,6955,7002,0.06136573477868601,0.22199379990320559
BG_039,BG_039_06052025,729,6955,7002,0.15928393210506275,0.30732335662183186
BG_046,BG_046_27082025,174,10494,10412,0.3218087013831587,0.21561194889858862
BG_046,BG_046_27082025,267,10494,10412,0.12060399144306727,0.23389424367489167
BG_046,BG_046_27082025,289,10494,10412,0.11537377954101047,0.22165774456458762
BG_046,BG_046_27082025,337,10494,10412,0.07242259611220608,0.2061870562669841
