subject,session,unit,interp_fwhm,base_hz,change_on,hit_ramp,fa_ramp,pct_diseng
BG_031,BG_031_01052025,3,0.0677719829276668,13.84366576819407,-0.032345013477089,4.2540880503144685,1.6111111111111125,14.925373134328357
BG_031,BG_031_01052025,29,0.0704155397421245,21.47708894878706,2.341778975741242,7.881761006289306,7.0,14.925373134328357
BG_031,BG_031_01052025,43,0.0622002881367111,14.73854447439353,0.95956873315364,9.891823899371069,7.499999999999998,14.925373134328357
BG_031,BG_031_01052025,61,0.1940905610978364,44.40970350404312,1.069541778975747,11.401257861635225,18.666666666666664,14.925373134328357
BG_031,BG_031_01052025,74,0.2157346756621199,27.91374663072776,1.0673854447439377,28.08301886792453,21.194444444444446,14.925373134328357
BG_031,BG_031_01052025,83,0.1246691201844107,15.40700808625337,0.562803234501347,-0.6968553459119473,4.083333333333334,14.925373134328357
BG_031,BG_031_01052025,96,0.0992952162877804,7.266846361185983,1.6840970350404325,5.632704402515724,4.208333333333333,14.925373134328357
BG_031,BG_031_01052025,114,0.08490211087296,4.840970350404312,-0.5239892183288406,-1.3660377358490567,-1.2638888888888893,14.925373134328357
BG_031,BG_031_01052025,167,0.0834183141937152,20.36657681940701,2.0938005390835563,17.620125786163527,24.652777777777786,14.925373134328357
BG_031,BG_031_01052025,192,0.2576574445880602,23.849056603773583,0.3924528301886809,7.18490566037736,7.388888888888889,14.925373134328357
BG_031,BG_031_01052025,240,0.0644524510063481,2.1563342318059298,0.002156334231806,-0.083018867924528,-0.0555555555555553,14.925373134328357
BG_031,BG_031_01052025,347,0.0822383196545088,12.021563342318055,0.9293800539083588,7.69308176100629,7.069444444444446,14.925373134328357
BG_031,BG_031_01052025,373,0.077103424761168,1.908355795148248,-0.5196765498652289,-0.7622641509433963,-0.0277777777777776,14.925373134328357
BG_031,BG_031_01052025,417,0.0859816892423645,14.619946091644204,0.6706199460916444,1.4641509433962252,3.388888888888891,14.925373134328357
BG_031,BG_031_01052025,506,0.1571997830077549,9.520215633423176,1.8156334231805964,11.255345911949687,13.138888888888893,14.925373134328357
BG_031,BG_031_01052025,508,0.1350969846884849,14.177897574123987,-0.1099730458221017,3.549685534591198,3.180555555555556,14.925373134328357
BG_031,BG_031_01052025,536,0.062084145552728,9.358490566037736,0.3622641509433961,3.1874213836477985,0.916666666666666,14.925373134328357
BG_031,BG_031_01052025,609,0.1102491740737088,8.91644204851752,-2.229649595687332,-3.3811320754716983,-4.694444444444444,14.925373134328357
BG_031,BG_031_02042025,18,0.1143565123029019,16.806722689075627,0.7462184873949624,2.705882352941177,1.2450980392156872,3.1070195627157653
BG_031,BG_031_02042025,79,0.1012902055223125,12.089635854341736,-0.7014005602240889,-1.9869281045751617,0.014705882352942,3.1070195627157653
BG_031,BG_031_02042025,80,0.1402650309399696,15.540616246498598,-1.4229691876750683,-2.3320261437908503,0.6372549019607874,3.1070195627157653
BG_031,BG_031_02042025,92,0.1178673621530695,12.638655462184872,2.29467787114846,4.386928104575166,2.245098039215689,3.1070195627157653
BG_031,BG_031_02042025,157,0.4647787810797734,32.11204481792716,3.49579831932774,3.252287581699342,2.32352941176471,3.1070195627157653
BG_031,BG_031_02042025,269,0.2389344787686685,21.23249299719888,2.892997198879552,8.873202614379089,10.475490196078436,3.1070195627157653
BG_031,BG_031_02042025,312,0.1134311801460594,10.834733893557422,1.7142857142857153,6.993464052287585,4.975490196078434,3.1070195627157653
BG_031,BG_031_02042025,327,0.0679392633157298,20.5266106442577,-0.6521008403361321,-3.840522875816992,-4.3578431372549,3.1070195627157653
BG_031,BG_031_02042025,388,0.0829905836627753,1.7815126050420165,0.7910364145658269,2.169934640522876,0.6740196078431375,3.1070195627157653
BG_031,BG_031_02042025,417,0.54662192512881,35.081232492997195,4.244257703081239,13.367320261437918,13.034313725490197,3.1070195627157653
BG_031,BG_031_02042025,425,0.2181236477637207,22.6218487394958,2.6330532212885203,3.304575163398696,2.274509803921564,3.1070195627157653
BG_031,BG_031_02042025,461,0.1657604740291283,23.787114845938373,-1.7792717086834706,-0.3581699346405216,0.0612745098039191,3.1070195627157653
BG_031,BG_031_02042025,524,0.1263124007896344,13.725490196078429,0.5490196078431406,3.665359477124184,3.2205882352941178,3.1070195627157653
BG_031,BG_031_02042025,525,0.376586132686772,28.57142857142857,-1.4969187675069977,-6.58300653594771,-9.656862745098037,3.1070195627157653
BG_031,BG_031_050325,305,0.0728308778061258,8.048289738430583,-0.7243460764587519,0.4319248826291071,-3.153846153846154,47.4964234620887
BG_031,BG_031_050325,610,0.2038950134398875,4.788732394366196,0.4507042253521138,1.530516431924883,0.5897435897435903,47.4964234620887
