outcome,spearman_rho,spearman_p,breakpoint,bic_linear,bic_segmented,delta_bic,slope_lo,slope_hi
change_on,0.23637574201781072,4.9052604000611514e-08,0.13927350106578065,545.2220304329862,552.8050230865031,-7.58299265351684,1.0281930780562947,8.608826396709517
hit_ramp,0.2860146050412383,3.016369399827325e-11,0.15297354468107943,1750.1503829483283,1761.9112070875042,-11.760824139175838,15.51249128343721,24.173525572556652
fa_ramp,0.34845405903076154,2.7283712200199126e-16,0.2086036714393789,1595.961745593813,1608.0224631538124,-12.060717559999375,22.37446581925294,17.321656087779367
