region,group,n_units,onset_s,peak_frac,t_peak
pooled,transient,315,-0.43750000000000555,0.5436507936507936,0.08749999999999258
pooled,sustained,99,-0.6875000000000047,0.7954545454545454,-0.012500000000007061
pooled,non-TF,11078,-0.2625000000000062,0.41629806824336524,0.08749999999999258
