region,group,n_units,onset_s,peak_frac,t_peak
pooled,transient,315,-0.6125000000000049,0.6444444444444444,0.08749999999999258
pooled,sustained,99,-0.7375000000000045,0.8762626262626263,0.01249999999999285
pooled,non-TF,11078,-0.3375000000000059,0.5018617981585123,0.1374999999999924
